,username,headline,interests,about_me_text,About,City,Details,Ethnicity,Intent,Education,Personality,Profession,I am Seeking a,For,Needs Test,Chemistry,Do you drink?,Do you want children?,Marital Status,Do you do drugs?,Hair Color,Eye Color,Do you have a car?,Do you have children?,Longest Relationship,How ambitious are you?,Pets,Second Language,Age,Gender,Zodiac Sign
match_232,ATX_Chill,Hello,None,Will fill this out later or fill you in getting to know you. : ),Non-Smoker with Athletic body type," Buda, Texas ","45 year old Male, 6' 0"" (183cm), Non-religious",Caucasian,ATX_Chill is looking for a relationship.,Some University,Adventurer,Consultant,Woman,Dating,Not Completed,View his chemistry results,Socially,Prefer Not To Say,Single,No,Brown,Blue,Yes,Yes,Over 10 years,Very Ambitious,Dog,Spanish,45,M,Gemini
match_233,cjeff84,Real life single with no drama,"['Music', 'Sports', '']","New to SA from Louisiana. I'm a laid back, pretty easy going guy. Im not wanting a relationship right now, but I really would like a really dope friendship with someone. Im not into the games and b.s. I'm definitely too old for that. I believe in keeping it 100% at all time so I expect the same.",Non-Smoker with Prefer Not To Say body type," San antonio, Texas ","35 year old Male, 5' 11"" (180cm), Baptist",Black,cjeff84 wants to date but nothing serious.,High school,Free Thinker,Musician and a few other jobs,Woman,Hang Out,Not Completed,Not Completed,Socially,Prefer Not To Say,Single,No,Black,Brown,Yes,Yes,Under 1 year,Very Ambitious,No Pets,,35,M,Leo
match_234,joshua3220,??????????,None,"Hill country funWine ?? but beer is so much better in this heat BBQGolfing GymHiking Couple of my hang outs , not for everyone:The Cove , Friendly Spot , the Pearl ,",Non-Smoker with Athletic body type," San anotnio, Texas ","39 year old Male, 5' 9"" (175cm), Non-religious",Hispanic,joshua3220 is looking for a relationship.,Bachelors Degree,Adventurer,Ninja ,Woman,Friends,Not Completed,Not Completed,Prefer Not To Say,Want children,Single,No,Black,Brown,Yes,Yes,Over 3 years,Very Ambitious,No Pets,Spanish,39,M,Gemini
match_235,txgreeneyes2020,Make me laugh!,"['Kids', 'Family', 'Beach']","I'm a pretty layed back guy, I love to enjoy my weekends being outside doing yard work or BBQ'N with family and friends. I'm not the shy type of guy. I can be goofy at times. So if you love to laugh and have a good time, than I'm your guy. What I cherish most in life are my kids. I like all kinds of music but not rap. A good time for me is to take a drive out in the hill country for some good wine and BBQ....maybe a little shopping. I'm not into the club thing, but country dance hall or even a little bar and grill with some outside patio atmosphere is perfect for me. Anything else you'd like to know just ask. Good luck!",Non-Smoker with Average body type," San antonio, Texas ","39 year old Male, 5' 9"" (175cm), Christian - other",Caucasian,txgreeneyes2020 is looking for a relationship.,Some college,Class Clown,Self Employed,Woman,Dating,Not Completed,View his chemistry results,Socially,Prefer Not To Say,Single,No,Brown,Green,Yes,Yes,Over 10 years,Ambitious,No Pets,,39,M,Cancer
match_236,Hikingman1981,"Fun, outgoing, energetic man",None,I am a happy go lucky man who loves to explore and try new things and travel to new places. I'm very opened minded and love trying new things. I am very active and go hiking anytime I get a chance. I'm also perfectly fine bumming it out every now and then. I live with my son and my dog and spend as much time with them as possible.,Non-Smoker with Athletic body type," San antonio, Texas ","38 year old Male, 5' 6"" (168cm), Non-religious",Caucasian,Hikingman1981 is looking for a relationship.,Associates Degree,Adventurer,AC technician ,Woman,Hang Out,Not Completed,View his chemistry results,Socially,Undecided/Open,Divorced,No,Blond(e),Blue,Yes,Yes,Over 9 years,Ambitious,No Pets,,38,M,Aries
match_237,GuyBlue49,I practice the teachings of Rick Astley,"['Church', 'Family', 'Game nights']","Basically I love life and I love living life. I enjoy the outdoors, traveling, restaurants, laughing, goIng to cultural events, and socializing with quality people. Its just better living and sharing life with someone else. Am a born again believer, do attend church regularly, and involved in a couple ministries. Family is also very important to me and I spent time with them a couple times a week. Looking for a woman who can truly appreciate being loved. Currently reside in Washington and looking to relocate to Texas.",Non-Smoker with Average body type," Schertz, Texas ","43 year old Male, 5' 6"" (168cm), Christian - other",Hispanic,GuyBlue49 is actively seeking a relationship.,Some college,Free Thinker,Manufacturing,Woman,Long Term,Not Completed,View his chemistry results,No,Undecided/Open,Divorced,No,Black,Brown,Yes,All my kids are over 18,Over 10 years,Somewhat Ambitious,No Pets,,43,M,Cancer
match_238,LiquidHappiness,Filled with Wanderlust,"['History', 'Ancient cultures', 'Intelligent Conversation']",My kids are my life. Goals:TravelBe HappyEngage in witty remarks,Non-Smoker with Average body type," San antonio, Texas ","40 year old Male, 5' 8"" (173cm), Non-religious",Caucasian,LiquidHappiness wants to date but nothing serious.,Bachelors Degree,Adventurer,Technical Director,Woman,Dating,Not Completed,View his chemistry results,Socially,Undecided/Open,Separated,No,Brown,Hazel,Yes,Yes,Over 10 years,Ambitious,Other,,40,M,Pisces
match_239,captainxcsnx,"Will, Wish, and Desire. Message if you'd like : )","['Gaming', 'Music', 'Beer']","Gaming, heavy metal, Star Wars, HIM, cKy, deftones, Queens of the Stone Age, Dark Tranquillity, The Misfits, Johnny Cash, horror movies etc. Ask me stuff, it's more interesting to conversate organically, than it is to pre type all of my awesomeness. ; )",Non-Smoker with Average body type," San antonio, Texas ","36 year old Male, 5' 9"" (175cm), Non-religious",Caucasian,captainxcsnx is actively seeking a relationship.,High school,Gamer,Gamer,Woman,Long Term,Not Completed,View his chemistry results,Socially,Undecided/Open, Single,No,Brown,Blue,Yes,No,Over 4 years,Ambitious,No Pets,,36,M,Sagittarius
match_24,Bravo4818,"Let's Find Great Tacos, Salsa and Queso!","['Music', 'Movies', 'Cooking']","Seeking a kind and caring woman who wants to explore and enjoy life!I enjoy good music (mostly classic rock), a good book, exploring new and quirky places, watching movies.I like Mexican, Chinese, Indian, Italian food, and of course a great steak and bbq.I like animals but I don't have any pets of my own.I don't smoke or do drugs. I have an occasional beer with dinner, but don't keep alcohol at home.I really do believe age is just a number, so I am flexible as to the age of the woman I hope to meet.I have a belief in a higher power, but I don't attend church.I lived in Germany for 3 years, while I was in the Army from 1987-1990.My apologies but I am not into dancing.Looking forward to meeting you! :-)",Non-Smoker with A Few Extra Pounds body type," Austin, Texas ","55 year old Male, 5' 10"" (178cm), Christian - other",Caucasian,Bravo4818 is actively seeking a relationship.,Some college,Adventurer,Government,Woman,Long Term,Viewhis relationship needs,View his chemistry results,Socially,Does not want children,Single,No,Bald,Blue,Yes,No,Over 10 years,Ambitious,No Pets,,55,M,Aquarius
match_240,jasgeo,Giving this another shot,None,"Well hello fellow POF'rs. Here to see what there is to see. I know that there is a better half out there for me so let the games begin. Wait, not those type of games but it seems the metaphor fits. I could list all of those activities I like, such as playing pool, bowling, video games, snorkeling, etc. But it would be better to chat about all those things in person don't you think? I will say that I am ambitious, love my work, am inspired and inspiring at times, and try to do the right thing. If you want to know more or just want to say hi, I would love to hear from you.Jason",Non-Smoker with Athletic body type," Austin, Texas ","36 year old Male, 5' 10"" (178cm), Non-religious",Caucasian,jasgeo is looking for a relationship.,Bachelors Degree,Geek,IT,Woman,Dating,Not Completed,Not Completed,Socially,Prefer Not To Say,Single,No,Brown,Brown,Yes,No,Over 5 years,Ambitious,No Pets,,36,M,Sagittarius
match_241,15winstom,""" GOD IS GOOD""",None,"Iam a traveler, I also ride Harley Davdison motorcycle, like movie, going out to eat, I am a spiritual man. keep God First !!! Lets go to CHURCH !",Non-Smoker with A Few Extra Pounds body type," Cameron, Texas ","59 year old Male, 5' 11"" (180cm), Baptist",Black,15winstom is actively seeking a relationship.,Associates Degree,Traveler,Coal miner,Woman,Long Term,Not Completed,View his chemistry results,Socially,Does not want children,Single,No,Black,Brown,Yes,Yes,Over 10 years,Ambitious,No Pets,,59,M,Aquarius
match_242,trifecta03,Good days are ahead...,"['Dinner', 'Live music', 'Hanging out with good company Where is the Southern hospitality I hear so much about Hmmm']","I presently work in Midland, TX on a rotational schedule 2 weeks on 1 week off in the oil and gas industry. I work hard and would eventually like to meet a woman who enjoys the outdoors and likes to travel. I have 2 silly sass mouth daughters I'm crazy in love with and would stand in front of a train for... that's going a bit too far. maybe a bicyclist... My oldest has been sworn into the Air Force and my youngest graduates in May 2019 and is off to college in the fall to become an anesthesiologist. Lets see here, i enjoy skiing, golfing... heck i like being outdoors PERIOD!!! I grew up in Boulder, Colorado why wouldn't i like the outdoors?? I'm an active person and would love to meet a woman that enjoys the same. I'm old school in every way...",Non-Smoker with Average body type," Fort worth, Texas ","50 year old Male, 5' 11"" (180cm), Catholic",Mixed Race,trifecta03 is actively seeking a relationship.,Some University,Free Thinker,Oil and gas,Woman,Long Term,Not Completed,Not Completed,Socially,Prefer Not To Say,Divorced,No,Bald,Brown,Yes,Yes,Over 10 years,Ambitious,No Pets,,50,M,Virgo
match_243,johnsjon,Hit Me Up,None,Enjoying life to the fullest and doing a lot of traveling. Don't take for me choosing to Hangout First as that's what I want to do with a person for long terms. I feel you should do that first to get to know someone and then go from there. A lot of women on here say they Want to get Married but how you want to get Married and you haven't hung out with the person? Hell I can say I want to get married or say I seriously want to date but All that comes with a process. So start with hanging out because you can be wanting to seriously marry a or date someone with a whole lot of problems that you don't want to deal with but because that's what you said from beginning they played along with you. So watch what you ask for ladies??,Non-Smoker with Athletic body type," Austin, Texas ","42 year old Male, 5' 8"" (173cm), Baptist",Black,johnsjon wants to date but nothing serious.,Associates Degree,Athletic,Retired Military ,Woman,Hang Out,Not Completed,Not Completed,Socially,Prefer Not To Say,Single,No,Black,Brown,Yes,Yes,Over 6 years,Very Ambitious,No Pets,,42,M,Capricorn
match_244,jessietx1001,Loving life,"['Music', 'Movies', 'Dancing']","I love gardening. To care for plants and flowers means you care for all life. If flowers come back every year, I care for them then think of how I will make you grow in love and the end result is always beauty and happiness. I like to throw in. Pictures dont do justice. It's real life that's shows how handsome or beautiful you are. No matter how much you pose for pics nothing seems to compare to real life. You will always look better when you meet than a picture. I will tell you I like trailing and mountains. Wether it is driving or riding a bike or walking. I like swimming in the rivers and camping. I'm not afraid of bears as I will protect you. I have encountered bears before and know what to do. Remember I am a native American. Please don't mind my hair it has always been long but I always keep it nice and has never been discrimination especially the job I do (purchasing). I love to dance. At the end of the night you come to a place called home.I would like to travel more often.I am a good singer and have old songs that have made through out my life.I like to dress nice even if it's just going to the store. Always clean shaved and well groomed.Honest, active such as bike riding, walking, hiking and site seeing. Loves to laugh and likes to have fun. If and when the time comes you can be loved and receive affection. I good times when traveling, old monuments and a passing storm. I love the beach and like streams and lakes.",Non-Smoker with Athletic body type," Pflugerville, Texas ","54 year old Male, 5' 6"" (168cm), Christian - other",Native American,jessietx1001 is looking for a relationship.,Some college,Adventurer,Procurement,Woman,Long Term,Not Completed,Not Completed,Socially,Prefer Not To Say,Single,No,Black,Hazel,Yes,All my kids are over 18,Over 10 years,Ambitious,No Pets,,54,M,Virgo
