,username,Gender,Education,Ethnicity,about_me_text
678,Dukeboy4life01,M,Some University,Caucasian,"Hi, I'm a nice, fun, and loving man. I like country music and some rock. I like all kinds of food just ask. I have 3 little girl who are my world. I work hard and play harder. I've lived in San Antonio for 2 years now. So if you'd like to chat let me know."
679,respectfulmale13,M,High school,Hispanic,"I am a fun and outgoing and Educated male that knows how to treat and respect the ladies. I am family oriented have a good heart. I am a Romantic like just sending flowers and saying am thinking of you or send text I love you and miss you. I have a great sense of humor loves to show others a good time and make them laugh I am. I like to go to the Movies, dancing, Bowling, going to the mall, going to diner and just taking walks and spending time at home watching a movie. I am not looking for a quick hook up or FWB I am looking for a friend first see were it goes someone I can spoil and pamper and treat like a queen."
680,aaronstokes1978,M,High school,Black,From Austin working in San Angelo area right now just looking for friends to hang out with and show me around when I have free time.Im also very shy.
681,paperchaser252,M,High school,Black,"Living life,"
682,Threeorangewhips,M,Associates Degree,Hispanic,"Some of the questions on here are pretty funny. I think that yes, I would still get to know someone who doesn't have a car and has no ambition (I don't!)Originally born and raised a Yankee. Then been in the CenTex area for a handful of years. I have a job I really enjoy, but is super demanding thanks to the weird hours. Looking for an attentive and wonderful lady to converse with and we shall go from there. I'm not much of a TV watcher. I don't even have Netflix! I like me an outdoor activity during the day and a little socializing at night."
683,ponce1980,M,Some college,Hispanic,"Football,boxing,"
684,justforfunkeys,M,Bachelors Degree,Caucasian,Just getting back onto the dating scene.... and hoping it will be better this time.I am a newly reformed workaholic who has lost himself. Meaning I am a clean slate to see what I like to do and to pick up new hobbies. Maybe you can teach me a thing or two.
685,Miker_47,M,Some college,Hispanic,"I am a simple man who is genuine , sincere and respectful. I enjoy movies , parks , dancing , dinners. I am seeking a woman who is somewhat conservative and is seeking a friendship that could eventually lead to a relationship. I’m not into games and do understand that at this point in our lives a partner is something we should appreciate. "
686,Wunfungi,M,Some college,Caucasian,"I'm very easy going with t a great sense of humor. Bonus if you have one too since making you laugh will be my mission ; ) Love home improvement projects/ working with my hands and can fix just about anything around the house so I'm pretty handy to have around. Try to live healthy, stay fit, very active but do cheat a bit on the weekends. I make it a point to be kind and respectful to everyone I meet. (including here) and believe strongly in helping others/ volunteering. Always cheerful and optimistic. Also an animal lover and can't resist fury little creatures. Would own a dog or 3 but I'm just not home enough to give one the proper attention it needs. Hope this hasn't bored you yet lol. If you are a fun person and reasonably fit, maybe we could talk a bit then meet in person. If I message you and you don't respond, it's totally okay. We're all adults here and you have to find the guy that's best for you. "
687,Living731,M,Masters Degree,Caucasian,"Here comes the hard part. Well...for hobbies, I like movies, running, reading, cooking, and a variety of other things. I put ""Coffee Snob"" under the personality part, but I am actually very easy going. I do like a good cup of coffee, but I can be equally comfortable eating a Burrito at a quick food restaurant as eating at a really nice restaurant. As for goals, I have achieved my educational goals and now I am simply trying to do well at work in order to progress professionally. With this said, I am not a workaholic and believe in balancing life. I believe my uniqueness lies in the fact that I am quite relaxed and tend to make others feel the same. I meet people with no preconceived notions and don't believe in pressuring things to become what they are not; however, I'm open to all possibilities."
688,partnerintx,M,Some college,Caucasian,"Single and looking for someone to talk to and spend time with. I like movies, local sporting events, the beach, and relaxing on the weekends."
689,redsweetwine,M,Some college,Other Ethnicity,Weekend is going to fast
690,gilestra35,M,High school,Hispanic,"Hello. If you made it this far I may have caught your eye in whichever aspect. But first and foremost I'd like to explain what I'm looking for and then you can make your judgment. I'm looking for someone who is emotionally and mentally stable, we all come with some sort of issue so if you think you're perfect please move on. Also I'm looking for someone who is looking for a relationship and not someone who wants a body around them. If you dont understand that difference please move on. I don't want to be categorized in the same sentence on the men who causes you harm. I'M NOT THEM, also since this is out of the way. Here's a bit about me. I'm single and have been. Just recently started looking for someone and with that being said I'm not perfect. I have a daughter who is 4 and she is my time and energy. I'm 5'11 average build, I keep active but I do love to eat. Hmm. I guess if still interested, let's chat"
