,username,headline,interests,about_me_text,About,City,Details,Ethnicity,Intent,Education,Personality,Profession,For,Needs Test,Chemistry,Do you drink?,Do you want children?,Marital Status,Do you do drugs?,Hair Color,Eye Color,Do you have a car?,Do you have children?,Longest Relationship,How ambitious are you?,Pets,Second Language,AboutMe,Interests,AboutAndrea,AboutCandie,AboutTiffany,AboutTrini,AboutSophia,Aboutjo,AboutAshley Nicole,Aboutlarrissa,AboutRLR,Aboutaims,AboutStacy,AboutJ,AboutTara,AboutSusan,AboutMesha,AboutLooking995,AboutJami,AboutMisty,AboutRoxanna,AboutClaire,AboutAda09,AboutAmy,AboutMariana,AboutCORRAL,AboutPriscilla,AboutLaura,AboutCherry,Aboutbeka78,AboutAnna,AboutAli,Aboutkat,AboutDragonfly236,AboutSyl,AboutTricey,AboutPauline,AboutAydnil,AboutJennifer,AboutLINDA,AboutVee,AboutD,AboutGloria,AboutAshley,Aboutjenny,AboutRosario,AboutPatricia,AboutMichele,Aboutjoy,AboutVictoria,AboutKaren,Aboutcyndi,AboutMari,AboutKara,AboutIngrid,AboutPamela,AboutWanda,AboutPrettyFeetChef,AboutMyBaby49,AboutSharon,AboutRosalba,AboutEmma,AboutMary Rodriguez,AboutShestie,AboutJenny RM,AboutChristina,AboutApril,AboutSonia,AboutLinda,AboutJessica,AboutNilla,AboutAsk me,AboutTenci,AboutBonnie,AboutAngela,AboutElizabeth,AboutLina,AboutKatrina,AboutSaTexas65,AboutDena,AboutKatherine,AboutT,AboutThelM,AboutLatonya,AboutBeautiful,AboutLil,AboutRuth Guerrero,Aboutlisa,AboutMaintain,AboutPRINCE$$'''''''''''''''''''''''''''''''''''''''''',AboutBelle,AboutChristie,AboutKristen,AboutCynthia,AboutAjaye,AboutJetta,About Me,AboutMartha Taylor,AboutCarolyn,AboutAlejandra,AboutAnita,Aboutsusie,AboutI’m not ur side ✌️ ...I want to be ur ✌️,AboutMyrna,AboutDahlia,AboutJenni,AboutKristy,AboutGayle,AboutNancy,AboutMarie,Aboutneida,AboutStephanie,AboutR,AboutMelissa,AboutKiona,AboutCarmen,Aboutlinda,AboutJanette,AboutLynette,AboutCindie,AboutJoy,AboutJae,AboutMonie,AboutSue,AboutTerry,AboutNiqq,AboutLori,Aboutveronica,AboutKenda,Age,Gender,Zodiac Sign
match_404,Amycast1,Tell me something good...,"['Chill around a fire with a cold beer', 'Home improvement projects', 'Cooking']",Family is my main focus. I believe in cherishing the people in my life and showing them how important they are to me. I’m hard working and dedicated.,Non-Smoker with A Few Extra Pounds body type," Cibolo, Texas ","44 year old Female, 5' 6"" (168cm), Christian - other",Caucasian,Amycast1 wants to date but nothing serious.,Bachelors Degree,Adventurer,civil engineer,Man,Dating,Not Completed,View her chemistry results,Often (>3times/week),Does not want children,Divorced,No,Brown,Blue,Yes,Yes,Over 10 years,Ambitious,,,Dog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,F,Aquarius
match_405,Doubledogdare,"It's life, color outside the lines!","['Family', 'Friends', 'Sports']","..... Perfectly Imperfect floating along mi vida loca ....*NOT looking for hookups, fwb, sexting, or one time flings! I DO NOT send “sexy” or nude photos*",Non-Smoker with Average body type," San antonio, Texas ","46 year old Female, 5' 2"" (157cm), Catholic",Caucasian,Doubledogdare wants to date but nothing serious.,Graduate Degree,Adventurer,Brand Management,Man,Long Term,Not Completed,View her chemistry results,Socially,Undecided/Open,Single,No,Black,Brown,Yes,No,Over 10 years,Very Ambitious,,,Dog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,F,Aries
match_406,SaTexas65,Hi,None,.,Non-Smoker with Average body type," San antonio, Texas ","54 year old Female, 5' 1"" (155cm), Christian - other",Hispanic,SaTexas65 wants to date but nothing serious.,Some college,Adventurer,.,Man,Friends,Not Completed,Not Completed,Socially,Does not want children,Single,No,Brown,Brown,Yes,Yes,Over 10 years,Somewhat Ambitious,No Pets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spanish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,F,Taurus
match_407,gshi09,JustBYourself!,"['Walking', 'Reading', 'Going to sporting events']","FYI I am not an Upgraded PIF’erPlease don’t reach out to me if your full of games. I enjoy all sports (indoor/outdoor) from peewee,middle school,high school,college and professional. Spending time with kids/family. Quality time with the right person. I enjoy talking but, action speaks louder than words. Please don't make me any promises that you can't keep. Be yourself and most of all honesty is a plus.",Non-Smoker with Average body type," Round rock, Texas ","53 year old Female, 5' 5"" (165cm), Baptist",Black,gshi09 wants to find someone to marry.,Some college,Vegan,Financial,Man,Long Term,Not Completed,View her chemistry results,Socially,Does not want children,Divorced,No,Black,Brown,Yes,Yes,Over 10 years,Very Ambitious,,,No Pets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,F,Leo
match_408,sherrimiller228,Let's talk,None,"Very easy going. Love spending time with my family and kids. Love outdoors, fishing, hunting, yard things, bike riding, anything outdoors. I also love music, live music, going out to eat, movies, walks.",Non-Smoker with A Few Extra Pounds body type," San marcos, Texas ","44 year old Female, 5' 7"" (170cm), Christian - other",Mixed Race,sherrimiller228 wants to find someone to marry.,Some college,Hopeless Romantic,Med Tech,Man,Long Term,Not Completed,Not Completed,Socially,Prefer Not To Say,Divorced,No,Black,Brown,Yes,Yes,Over 10 years,Ambitious,,No Pets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,F,Capricorn
match_409,dena_anders68,Not fun being alone .,None,"I'm a happy fun loving, classy woman who likes to entertain in my home with friends and family . My passion is to cook interesting meals or dessert and especially love surprising my sweetheart with a great new creation. I am tall and have an engaging smile. You will find that i am easy to talk to. I am out going and i can talk just about anyone because i believe everyone has something to share ..I find it out what it is . I am trustworthy and integrity means much to me. The most important qualities in a man to me is his Honesty,Kindness, Loving and hopeful romantic, outgoing and i love charity and helping others. Maybe we can do some other things together Like waking up in each other arms . Grow old together. ..",Non-Smoker with Average body type," Austin, Texas ","41 year old Female, 5' 7"" (170cm), Christian - other",Caucasian,dena_anders68 is looking for a relationship.,Some college,Humanist,Purchasing assistant maganger ,Man,Long Term,Not Completed,View her chemistry results,Socially,Undecided/Open,Single,No,Black,Hazel,Yes,Yes,Over 6 years,Ambitious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cat & Dog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,F,Scorpio
match_41,karebear0046,Ready set Go .. let’s do this !,"['Music', 'Swimming', 'Dancing']","I have two beautiful daughters that are my world and 2 hilarious dogs that keep me entertained. I love all types of music from Cardi B to Travis Tritt to Aerosmith and I am very passionate about NFL football. I love to laugh and try to always see the good in all circumstances . I have a huge heart and I don’t sweat the small stuff .. Life is too short ! .I’m definitely a hopeless romantic woman that loves the little things ! Doesn’t take much when your with the right partner !! I have a birthmark that makes me beautiful and unique .if you’re shallow please keep looking , I’m not your girl !! I’m hilarious .. I seriously crack myself up .. just saying. I’m very humble , but confident in who I am ! thankful and excited for this new chapter in my life ! ",Non-Smoker with Thin body type," San antonio, Texas ","53 year old Female, 5' 6"" (168cm), Christian - other",Caucasian,karebear0046 is looking for a relationship.,Some college,Hopeless Romantic,Heb,Man,Dating,Not Completed,Not Completed,Socially,Undecided/Open,Divorced,No,Brown,Brown,Yes,Yes,Over 10 years,Ambitious,,,Dog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,F,Sagittarius
match_410,Ns78247,Stevie Wonder is no longer Head Matchmaker,"['Antiques', 'Furniture repair and refinishing', 'Gardening']","Well lets talk about me hmmm... If I saw you on the street and we made eye contact I would definitely smile and say hello. I have been in healthcare for all of my adult life . I am empathetic , consider how and why instead of quickly judging. I am a equally balanced as far homebody and getting out for fun. I avoid crowded venures at all cost.Born and raised in small Texas town. Moved to San Antonio in 2013.I enjoyed home projects, furniture restoration, weekend getaways and pretty much anything outside that does not involve crowds. Been divorced for many years and I do not mind being single. I haven't actually been in a long term relationship in many years and I'm okay with that. I do miss having ""my person"" but it's a ""like to have"" not a ""must have"". So, if I'm with you...that really means I like you and I want to be with you. I hope this applies to you as well. I have one adult child. I live between Selma and Stone Oak here in San Antonio.",Non-Smoker with A Few Extra Pounds body type," San antonio, Texas ","50 year old Female, 5' 4"" (163cm), Christian - other",Caucasian,Ns78247 is looking for a relationship.,Some college,Professional,Healthcare,Man,Long Term,Not Completed,View her chemistry results,Socially,Does not want children,Divorced,No,Mixed Color,Green,Yes,All my kids are over 18,Over 10 years,Ambitious,,,Cat & Dog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,F,Gemini
match_411,plussizedsistah,Good conversation & consistent communication desired,"['Food trucks', 'Museums', 'Aquariums']","The screen name says it all: unapologetically black plus-sized woman. I am a hard working, single mom of one small child. I love to travel whenever I can (passport and TSA pre-check ready!). I like volunteering, giving back to the community, and helping others. I am a bit of a nerd and love to interact with people that have a good sense of humor.",Non-Smoker with Big & Tall/BBW body type," Round rock, tx, Texas ","38 year old Female, 5' 6"" (168cm), Christian - other",Black,plussizedsistah is looking for a relationship.,PhD / Post Doctoral,Class Clown,Data Analyst,Man,Dating,Viewher relationship needs,View her chemistry results,Socially,Undecided/Open,Single,No,Black,Brown,Yes,Yes,Over 1 year,Somewhat Ambitious,,,No Pets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,F,Taurus
match_412,ThisIsMeRightNow,What’s up?,None,"I like Texas country music. I like almost all kinds of music, but not Florida Georgia Line, that’s not country. I like to listen to live music and karaoke, I don’t sing. I use to love to dance and haven’t in awhile, I would like to go dancing again. I want try new things and go to different kinds of events. If you want a one night stand, FWB or do not live local move on.",Non-Smoker with Prefer Not To Say body type," Round rock, Texas ","50 year old Female, 5' 4"" (163cm), Lutheran",Caucasian,ThisIsMeRightNow is looking for a relationship.,Associates Degree,Adventurer,ASL Interpreter ,Man,Dating,Not Completed,Not Completed,Socially,Does not want children,Divorced,No,Brown,Blue,Yes,All my kids are over 18,Over 5 years,Ambitious,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,F,Pisces
match_413,Tharris3,New to this!,None,I like working out and going to the movies.,Non-Smoker with Average body type," Austin, Texas ","53 year old Female, 5' 9"" (175cm), Baptist",Black,Tharris3 wants to date but nothing serious.,High school,Intellectual,Civil Service,Man,Friends,Not Completed,View her chemistry results,Socially,Does not want children,Divorced,No,Black,Brown,Yes,All my kids are over 18,Over 10 years,Ambitious,,No Pets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,F,Aquarius
match_414,dimples24_85,Enjoying What life has to offer,"['Music', 'My art', 'Movies']","I would like to think of myself as someone who is generally open minded and always willing to try something new. I am a newly graduated nurse . Im excited about all of the doors this new venture will open for me.My next major accomplishment will be achieving my Bachelors degree in nursing specializing in obstetrics and gynecology. I try to always have an optimistic point of view on things and strive toward becoming a better woman and roll model. I've never been one to have an abundance of friends, but ive always thought that it would be better to have 1 or 2 really good friends than to have 100 crappy ones.Im always interested in learning something new. I especially have a passion for learning about other cultures. I like to be surrounded by people that are positive and are as passionate about life and are eager to learn or experience new and exciting things as I am. Musically I listen to everything from dance/house to R&B,but most of all I love worship music. I will listen to just about anything as long as it is positive and sounds good.",Non-Smoker with Big & Tall/BBW body type," Austin, Texas ","34 year old Female, 5' 3"" (160cm), Christian - other",Black,dimples24_85 is looking for a relationship.,Associates Degree,Intellectual,Nurse,Man,Dating,Not Completed,View her chemistry results,No,Want children,Single,No,Black,Brown,Yes,No,Over 2 years,Very Ambitious,,,No Pets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,F,Aquarius
match_415,aliciaconrad,Treat others how you want to be treated,"['Anything outdoor', 'Movies', '']","My family is everything!I am just getting back to dating world after being a widow.I am not sure what I''m looking for just going with the flow and trying to live the rest of my life with as many memories as possibleI expect respect, honestly and compassion!",Non-Smoker with A Few Extra Pounds body type," Elgin, Texas ","56 year old Female, 5' 2"" (157cm), Catholic",Hispanic,aliciaconrad is actively seeking a relationship.,,Crafty,Retired,Man,Dating,Not Completed,Not Completed,Socially,Does not want children,Widowed,No,Black,Brown,Yes,Yes,Over 10 years,Ambitious,No Pets,,Spanish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,F,Leo
match_416,SmoothSilkiness,Patiently Waiting,"['Movies', 'Dinners', 'Comedy']","Hello...I am a single black professional female, no kids (by choice), who enjoys going to movies, dinners, comedy shows and just enjoying life. I am 100% drama free and I plan to stay this way! I would like to meet someone who has some of my similar interests so that we can share and create memories. If anything has peaked your interest, I would love to hear from you so that we can chat further. Good Luck on the site!",Non-Smoker with Prefer Not To Say body type," San antonio, Texas ","50 year old Female, 5' 2"" (157cm), Christian - other",Black,SmoothSilkiness is looking for a relationship.,Associates Degree,Intellectual,Finance,Man,Dating,Not Completed,Not Completed,Socially,Does not want children,Single,No, Brown,Brown,Yes,No,Over 2 years,Ambitious,,,No Pets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,F,Gemini
match_417,Becca5013,Loving Life,"['Working out', 'Traveling', 'Movies']","Hello Thank you for looking at my profile.  I was talking to a man who was sitting next to me on a flight.. He had been married 36 years. I asked if he had any words of wisdom for me. He said yes. ""do not look for someone you can live with, be with someone you're cannot live without."" I think this “can’t live without” man is an an intelligent man and he will need to be a Christian, work out, be neat and clean, enjoy sports, enjoy traveling, and make me laugh.  I know men are visual. If you are ok with actually reading my profile I will share a little about me. ......I have 5 amazing grown children. My ""babies"" are 24 year old twins. I have been told I am a great cook. I like/love to work out. I enjoy pretty much any activity with good company.  I have much love to give and enjoy spoiling. I know what I want/need and I have no intention of settling. Happy fishing. Rebecca ",Non-Smoker with Average body type," Jarrell, Texas ","55 year old Female, 5' 8"" (173cm), Baptist",Caucasian,Becca5013 is looking for a relationship.,Bachelors Degree,Sapiophile,Business ,Man,Long Term,Viewher relationship needs,View her chemistry results,Socially,Does not want children,Divorced,No,Blond(e),Green,Yes,All my kids are over 18,Over 10 years,Somewhat Ambitious,,,No Pets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,F,Scorpio
match_418,Tootsisme2,belly laughs welcomed,None,"Learning to make time for myself again. Would love to travel, explore, and meet new people and try out new things",Non-Smoker with Average body type," Georgetown, Texas ","53 year old Female, 5' 4"" (163cm), Christian - other",Caucasian,Tootsisme2 is looking for a relationship.,Masters Degree,Geek,management,Man,Dating,Viewher relationship needs,View her chemistry results,Socially,Undecided/Open,Divorced,No,Brown,Hazel,Yes,All my kids are over 18,Over 10 years,Ambitious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Pets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,F,Virgo
match_419,Optimistic01,“Hi!”,None,"I’m an amiable, sociable, fun loving woman with a positive outlook on life! Living life to the fullest & treasuring every moment.",Non-Smoker with Average body type," San antonio, Texas ","45 year old Female, 5' 0"" (152cm), Christian - other",Hispanic,Optimistic01 is actively seeking a relationship.,Some college,Night Owl,Admin,Man,Long Term,Not Completed,Not Completed,Socially,Prefer Not To Say, Single,No,Black,Brown,No,No,Over 10 years,Ambitious,No Pets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spanish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,F,Sagittarius
